neighborhood_code,exposure_month,landsat,modis,era5,landsat-7, persiann
18,1/4/2021 00:00,50.07064865,42.03781024,28.96204665,43.44271235,0.004974023
18,1/5/2021 00:00,22.18785665,38.05576034,28.79339984,42.26440106,0.05236985
18,1/6/2021 00:00,50.56929731,34.57171956,29.7309967,41.63001586,4.860840052
18,1/7/2021 00:00,33.65027864,29.66147612,28.61433011,31.29803639,14.42974164
18,1/8/2021 00:00,22.41138398,30.93115007,26.68110768,11.75120689,31.02752823
18,1/9/2021 00:00,34.89303239,30.18268665,27.35170573,26.94069107,20.5504483
18,1/10/2021 00:00,40.29072661,30.75892004,28.17098655,NaN,6.614027783
18,1/11/2021 00:00,38.27005934,33.9301047,28.53986362,36.20123133,0.220246198
18,1/12/2021 00:00,37.92672752,33.74285671,27.13605421,NaN,0.136808022
18,1/1/2022 00:00,43.45469434,34.55160904,27.10142589,27.50564843,0.010745911
18,1/2/2022 00:00,42.77518613,34.76300127,26.90550964,31.74627722,0.017148856
18,1/3/2022 00:00,43.15917179,37.05365026,27.43867841,37.18435809,0.045701927
26,1/11/2018 00:00,43.54512942,37.03461975,27.94071746,38.99268483,0.35453275
26,1/12/2018 00:00,41.87101741,37.29809207,25.83673675,41.19668994,0.016901685
26,1/1/2019 00:00,36.33856458,37.66662162,24.7957451,30.33225467,0.008257886
26,1/2/2019 00:00,41.574977,37.77151443,26.31829387,40.90276059,0.114918519
26,1/3/2019 00:00,46.38472513,40.84832824,26.4233441,45.69590096,0.060710109
26,1/4/2019 00:00,48.04436317,44.75081764,29.12271209,51.21464208,0.055495272
26,1/5/2019 00:00,46.56648519,45.45382096,27.75900501,48.58460958,0.027795265
26,1/6/2019 00:00,44.20317995,43.03793361,27.86396758,43.42585142,2.347531234
26,1/7/2019 00:00,43.46769319,34.49862,28.1950988,38.57766043,9.134582312
26,1/8/2019 00:00,34.29218471,34.18096424,26.88020691,40.58740392,27.64781846
26,1/9/2019 00:00,39.37372674,30.96541484,27.14498255,35.12201387,20.19051714
26,1/10/2019 00:00,38.72068107,31.60441883,27.6507334,6.735288614,5.500447245
26,1/11/2019 00:00,44.77651927,38.2403912,28.56513377,42.76864891,0.306955943
26,1/12/2019 00:00,42.63977654,38.00545596,25.99774958,38.29055637,0.05305563
26,1/1/2020 00:00,45.51733817,33.33746144,25.24871109,-8.490351137,0.012702047
26,1/2/2020 00:00,46.89003472,39.48280641,28.43210316,37.5191081,0.023261032
26,1/3/2020 00:00,51.82843403,43.73145973,28.68910415,45.76394754,0.015997988
26,1/4/2020 00:00,51.68988868,44.87182613,30.04342933,49.2780561,0.035635275
26,1/5/2020 00:00,52.33677236,43.07796494,28.53500414,48.19147743,0.106733324
26,1/6/2020 00:00,NaN,33.95066449,29.46179047,29.2568272,3.330912553
26,1/7/2020 00:00,24.43988653,31.41473583,27.29806798,NaN,22.3429154
26,1/8/2020 00:00,NaN,NaN,26.66713213,26.3572461,20.03420783
26,1/9/2020 00:00,35.3411677,30.13767317,26.58651206,NaN,31.12224613
26,1/10/2020 00:00,NaN,33.74503522,28.09901195,32.73201011,5.737655767
26,1/11/2020 00:00,40.01592164,37.7569429,27.27317961,40.29374903,0.271156793
26,1/12/2020 00:00,36.39411047,37.61304951,26.03832654,39.1207166,0.014647714
26,1/1/2021 00:00,44.80159525,37.90410431,25.77344428,36.11278445,0.008544583
26,1/2/2021 00:00,35.02301319,37.15657847,26.61178167,33.97132338,0.023939379
26,1/3/2021 00:00,49.1763707,40.37520924,27.27661858,30.07094283,0.009523577
26,1/4/2021 00:00,45.41819242,45.27528686,28.3441959,43.39073222,0.004685698
26,1/5/2021 00:00,44.62080315,39.78054386,28.01795811,40.81156362,0.031710708
26,1/6/2021 00:00,50.38200646,38.95553563,29.16184054,43.06296431,5.01995413
26,1/7/2021 00:00,39.94389894,33.0188503,28.52058768,33.68933871,11.48852259
26,1/8/2021 00:00,28.21299719,31.33328207,26.75457674,32.14656326,29.55522499
26,1/9/2021 00:00,33.07281814,30.52346971,27.44249261,28.26815508,18.09825871
